word,status,qualification,definition,length,language,,
NIAZO,true,nombre masculino,"""1. almiar almiar balaguero balaguero nial nial niara niara montonera montonera borguil borguil henazo henazo""",5,esp,,
NICHE,true,adjetivo,"""1. y Dicho de una persona De raza negra""",5,esp,,
NICHO,true,Sustantivo masculino,"""Porción del mercado, habitualmente pequeña, que responde a necesidades muy específicas de los consumidores, o a ofertas muy específicas de los productores.""",5,esp,,
NICLE,true,nombre masculino,"""1. Calcedonia con listas unas más oscuras que las otras""",5,esp,,
NICOL,true,nombre masculino,"""1.""",5,esp,,
NIDAL,true,nombre masculino,"""1. Lugar señalado donde la gallina u otra ave doméstica va a poner sus huevos ponedero ponedero nido nido""",5,esp,,
NIDIA,true,adjetivo,"""1. Resbaladizo escurridizo""",5,esp,,
NIDIO,true,adjetivo,"""1. Resbaladizo escurridizo""",5,esp,,
NIDOS,true,nombre masculino,"""1. Especie de lecho que forman las aves con hierbas pajas plumas u otros materiales blandos para poner sus huevos y criar los pollos Unas utilizan con tal fin los agujeros de las peñas ribazos troncos o edificios otras lo construyen de ramas o de barro o de sustancias gelatinosas dándole forma cóncava y lo suspenden de los árboles o lo asientan en ellos en las rocas o en las paredes y algunas prefieren el suelo sin otro abrigo que la hierba y la tierra nidal nidal ponedero ponedero pajarera pajarera""",5,esp,,
NIEGA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de negar.""",5,esp,,
NIEGO,null,N/A,"""N/A""",5,esp,,
NIELA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de nielar.""",5,esp,,
NIELE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de nielar.""",5,esp,,
NIELO,true,verbo transitivo,"""1. Adornar con nieles""",5,esp,,
NIETA,true,nombre masculino y femenino,"""1. Hijo del hijo de una persona""",5,esp,,
NIETO,true,nombre masculino y femenino,"""1. Hijo del hijo de una persona""",5,esp,,
NIEVA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de nevar.""",5,esp,,
NIEVE,true,Sustantivo femenino,"""Meteorología: Precipitación atmosférica constituida por hielo cristalizado.""",5,esp,,
NIEVO,true,verbo intransitivo impersonal,"""1. Caer nieve neviscar neviscar cellisquear cellisquear ventiscar ventiscar ventisquear ventisquear trapear trapear""",5,esp,,
NIGUA,true,nombre femenino,"""1. Insecto afaníptero originario de y muy extendido también en parecido a la pulga pero mucho más pequeño y de trompa más larga cuyas hembras fecundadas penetran bajo la piel de los animales y del ser humano principalmente en los pies donde depositan sus huevos lo que ocasiona picazón y úlceras graves pique3 pique3 sote sote""",5,esp,,
NILAD,true,nombre masculino,"""1. Arbusto de de la familia de las rubiáceas con tallos ramosos de unos dos metros de altura hojas aovadas opuestas gruesas enteras y lampiñas flores blancas axilares en ramilletes poco apretados y fruto en drupa elipsoidal del tamaño de un guisante coronada por el cáliz y con dos semillas""",5,esp,,
NILON,null,N/A,"""N/A""",5,esp,,
NIMBA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de nimbar.""",5,esp,,
NIMBE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de nimbar.""",5,esp,,
NIMBO,true,nombre masculino,"""1. círculo en la cabeza de las imágenes sagradas aureola aureola halo halo corona corona diadema diadema cerco cerco anillo anillo""",5,esp,,
NIMIA,true,adjetivo,"""1. Dicho generalmente de algo no material Insignificante sin importancia insignificante insignificante pequeño pequeño menudo menudo anodino anodino baladí baladí mísero mísero intrascendente intrascendente irrelevante irrelevante banal banal trivial trivial importante importante trascendental trascendental""",5,esp,,
NIMIO,true,adjetivo,"""1. Dicho generalmente de algo no material Insignificante sin importancia insignificante insignificante pequeño pequeño menudo menudo anodino anodino baladí baladí mísero mísero intrascendente intrascendente irrelevante irrelevante banal banal trivial trivial importante importante trascendental trascendental""",5,esp,,
NINFA,true,Sustantivo femenino,"""Mitología: Deidad femenina fabulosa que suele vivir en espacios naturales: ríos, aguas, bosques, selvas o montes. Son de una belleza extraordinaria, tienen la voz dulce y por lo general suelen vivir en compañía de sus hermanas.""",5,esp,,
NINFO,true,nombre masculino coloquial,"""1. narciso2 narciso2 narcisista narcisista ególatra ególatra egocentrista egocentrista egotista egotista presumido presumido vanidoso vanidoso fatuo fatuo""",5,esp,,
NINOT,true,nombre masculino,"""1. Cada una de las figuras que forman parte de una falla""",5,esp,,
NIÑAS,true,adjetivo,"""1. Que está en la niñez crío crío criatura criatura muchacho muchacho chiquillo chiquillo infante infante rapaz2 rapaz2 pequeño pequeño peque peque nene nene chico chico chiquilín chiquilín churumbel churumbel pipiolo pipiolo mico mico monicaco monicaco macaco2 macaco2 renacuajo renacuajo enano enano angelito angelito angelote angelote rorro rorro chichito chichito chamaco chamaco chavo2 chavo2 carajito carajito güiro4 güiro4 chipilín chipilín pelado1 pelado1 pibe pibe chango chango purrete purrete gurí gurí pebete pebete cipote2 cipote2 guacho guacho patojo patojo bicho bicho escuincle escuincle escuintle escuintle chilpayate chilpayate chino3 chino3 chibolo chibolo ñaño ñaño maltón maltón chamo chamo pichurro pichurro peneca peneca poroto poroto cabro cabro chicoco chicoco chirís chirís fiñe fiñe chigüín chigüín chatel chatel güila güila botija botija bata2 bata2 chaval chaval zagal1 zagal1 guaje guaje cativo1 cativo1 chiriveje chiriveje gurrumino gurrumino adulto adulto""",5,esp,,
NIÑEA,true,verbo intransitivo,"""1. Hacer niñerías o portarse como si se fuera un niño""",5,esp,,
NIÑEE,true,verbo intransitivo,"""1. Hacer niñerías o portarse como si se fuera un niño""",5,esp,,
NIÑEO,true,verbo intransitivo,"""1. Hacer niñerías o portarse como si se fuera un niño""",5,esp,,
NIÑEZ,true,nombre femenino,"""1. Período de la vida humana que se extiende desde el nacimiento a la pubertad infancia infancia puericia puericia adultez adultez""",5,esp,,
NIÑOS,true,adjetivo,"""1. Que está en la niñez crío crío criatura criatura muchacho muchacho chiquillo chiquillo infante infante rapaz2 rapaz2 pequeño pequeño peque peque nene nene chico chico chiquilín chiquilín churumbel churumbel pipiolo pipiolo mico mico monicaco monicaco macaco2 macaco2 renacuajo renacuajo enano enano angelito angelito angelote angelote rorro rorro chichito chichito chamaco chamaco chavo2 chavo2 carajito carajito güiro4 güiro4 chipilín chipilín pelado1 pelado1 pibe pibe chango chango purrete purrete gurí gurí pebete pebete cipote2 cipote2 guacho guacho patojo patojo bicho bicho escuincle escuincle escuintle escuintle chilpayate chilpayate chino3 chino3 chibolo chibolo ñaño ñaño maltón maltón chamo chamo pichurro pichurro peneca peneca poroto poroto cabro cabro chicoco chicoco chirís chirís fiñe fiñe chigüín chigüín chatel chatel güila güila botija botija bata2 bata2 chaval chaval zagal1 zagal1 guaje guaje cativo1 cativo1 chiriveje chiriveje gurrumino gurrumino adulto adulto""",5,esp,,
NIOTO,true,nombre masculino desusado,"""1.""",5,esp,,
NIPAS,true,nombre femenino,"""1. Planta de la familia de las palmas de unos tres metros de altura con tronco recto y nudoso hojas casi circulares de un metro aproximadamente de diámetro partidas en lacinias ensiformes reunidas por los ápices flores verdosas separadas las masculinas de las femeninas pero todas en un mismo pedúnculo y fruto en drupa aovada de corteza negruzca dura por fuera y estoposa por dentro que cubre una nuez muy consistente Abunda en las marismas de las islas de la intertropical De sus hojas se hacen tejidos ordinarios y muy especialmente techumbres para las barracas o casas de caña y tabla de los indígenas""",5,esp,,
NIPIS,true,nombre masculino,"""1. Tela fina casi transparente y de color amarillento que tejen en con las fibras más tenues sacadas de los pecíolos de las hojas del abacá""",5,esp,,
NIPON,null,N/A,"""N/A""",5,esp,,
NIPOS,true,nombre masculino,"""1. moneda corriente""",5,esp,,
NIQUI,true,nombre masculino,"""1. prenda de punto polo3 polo3 chomba chomba camiseta camiseta""",5,esp,,
NISTE,true,adjetivo,"""1. Dicho especialmente de la piel Del color de la ceniza""",5,esp,,
NITOR,true,nombre masculino poco usado,"""1. Cualidad de nítido""",5,esp,,
NITOS,true,nombre masculino,"""1. Helecho que se cría en de tallo casi voluble y hojas que nacen sobre un pezón pequeño todas ladeadas y divididas en dos De los pecíolos se saca el filamento que sirve para fabricar sombreros y petacas""",5,esp,,
NITRA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de nitrar.""",5,esp,,
NITRE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de nitrar.""",5,esp,,
NITRO,true,nombre masculino,"""1. Nitrato de potasio que se encuentra en terrenos húmedos y salados y que echado al fuego deflagra con violencia salitre salitre nitrato nitrato azoato azoato""",5,esp,,
NIVEA,null,N/A,"""N/A""",5,esp,,
NIVEL,true,Sustantivo masculino,"""Instrumento para averiguar si hay igualdad o diferencia de altura entre dos puntos.""",5,esp,,
NIVEO,null,N/A,"""N/A""",5,esp,,
NIXTE,true,adjetivo,"""1. Dicho de una persona Pálida de color ceniza""",5,esp,,
NOBEL,true,nombre masculino,"""1. Premio otorgado anualmente por la fundación sueca como reconocimiento de méritos excepcionales en diversas actividades""",5,esp,,
NOBLE,true,Adjetivo,"""Propio de o perteneciente a la nobleza.""",5,esp,,
NOCAS,true,nombre femenino,"""1. Crustáceo marino parecido a la centolla pero de caparazón liso fuerte muy convexo elíptico y de unos de ancho Es comestible y vive en las costas de nocla nocla meya meya""",5,esp,,
NOCHE,true,Sustantivo femenino,"""Tiempo entre dos días que coincide con el momento durante el cual el sol no da su luz""",5,esp,,
NOCIR,true,verbo transitivo desusado,"""1. Dañar ofender perjudicar""",5,esp,,
NOCLA,true,nombre femenino,"""1. noca noca meya meya""",5,esp,,
NODAL,true,adjetivo,"""1. Perteneciente o relativo al nodo""",5,esp,,
NODOS,true,nombre masculino,"""1. En un esquema o representación gráfica en forma de árbol cada uno de los puntos de origen de las distintas ramificaciones""",5,esp,,
NOEMA,true,nombre masculino,"""1. Pensamiento como contenido objetivo del pensar a diferencia del acto intencional o noesis Es término frecuente en la fenomenología""",5,esp,,
NOGAL,true,nombre masculino,"""1. Árbol de la familia de las yuglandáceas de unos quince metros de altura con tronco corto y robusto del cual salen gruesas y vigorosas ramas para formar una copa grande y redondeada hojas compuestas de hojuelas ovales puntiagudas dentadas gruesas y de olor aromático flores blanquecinas de sexos separados y por fruto la nuez Su madera es dura homogénea de color pardo rojizo veteada capaz de hermoso pulimento y muy apreciada en ebanistería y el cocimiento de las hojas se usa en medicina como astringente y contra las escrófulas noguera noguera tocte tocte""",5,esp,,
NOLIS,true,nombre masculino,"""1. Palma cuyo fruto da aceite""",5,esp,,
NOLIT,true,nombre masculino desusado,"""1. precio del alquiler de una nave""",5,esp,,
NOMAS,true,Adverbio de modo,"""Tan solo, solamente, solo.""",5,esp,,
NOMON,true,nombre masculino,"""1. Indicador de las horas en los relojes solares más comunes frecuentemente en forma de varilla estilete estilete estilo estilo""",5,esp,,
NOMOS,true,nombre masculino,"""1. Ser fantástico reputado por los cabalistas como espíritu o genio de la tierra y que después se ha imaginado en forma de enano que guardaba o trabajaba los veneros de las minas""",5,esp,,
NONAS,true,adjetivo,"""1. que ocupa en una serie el lugar número nueve noveno noveno nueve nueve""",5,esp,,
NONES,true,adverbio,"""1. para negar repetidamente algo o para decir que no e insistir con pertinacia en este dictamen Dijononesalaoferta. Dijo nones a la oferta""",5,esp,,
NONIO,true,Sustantivo masculino,"""Matemáticas: Pieza que forma parte de varios instrumentos matemáticos y se aplica contra una regla o un limbo graduados, para apreciar fracciones pequeñas de las divisiones menores.""",5,esp,,
NONOS,true,adjetivo,"""1. que ocupa en una serie el lugar número nueve noveno noveno nueve nueve""",5,esp,,
NOPAL,true,Sustantivo masculino,"""Plantas: (Opuntia spp.) Cualquiera de unas 250 especies de cactus naturales del continente americano, con una estructura caulinar formada por segmentos redondos y planos (cladodios), cubiertos de dos clases de espinas, que forman estructuras densas y enmarañadas. Se encuentran entre los más resistentes al frío de los cactos, distribuyéndose desde el Canadá hasta Argentina. Su fruto y los brotes tiernos, pelados de la cubierta espinosa, se consumen como fruta y verdura respectivamente.""",5,esp,,
NOQUE,true,nombre masculino,"""1. Pequeño estanque o pozuelo en que se ponen a curtir las pieles""",5,esp,,
NORAY,true,nombre masculino,"""1. Poste o cualquier otra cosa que se utiliza para afirmar las amarras de los barcos bolardo bolardo amarradero amarradero amarre amarre""",5,esp,,
NORIA,true,Sustantivo femenino,"""Máquina hidráulica en forma de rueda que se emplea para extraer agua de un curso empleando la fuerza del mismo, o de un pozo empleando tracción animal""",5,esp,,
NORMA,true,Sustantivo femenino,"""Escuadra de los carpinteros, canteros y otros artesanos.""",5,esp,,
NORME,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de normar.""",5,esp,,
NORMO,true,verbo transitivo,"""1. Sujetar a normas algo""",5,esp,,
NORTE,true,Sustantivo masculino,"""Uno de los cuatro puntos cardinales, el especificado por los 0°, dirigido hacia el polo norte, por convención la dirección hacia arriba en un mapa.""",5,esp,,
NOTAD,true,verbo transitivo,"""1. Señalar algo para que se conozca o se advierta""",5,esp,,
NOTAN,true,verbo transitivo,"""1. Señalar algo para que se conozca o se advierta""",5,esp,,
NOTAR,true,Verbo transitivo,"""Señalar o marcar algo para que se conozca o se advierta.""",5,esp,,
NOTAS,true,nombre masculino y femenino,"""1. persona a la que le gusta llamar la atención nota nota""",5,esp,,
NOTEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de notar.""",5,esp,,
NOTES,true,verbo transitivo,"""1. Señalar algo para que se conozca o se advierta""",5,esp,,
NOTOS,true,nombre masculino,"""1. austro austro""",5,esp,,
NOTRO,true,nombre masculino,"""1. Árbol de la familia de las proteáceas de hojas oblongas flores numerosas de un color rojo vivo dispuestas en corimbos flojos Su madera se utiliza para obras de ornato""",5,esp,,
NOVAD,true,verbo transitivo,"""1. Sustituir con una obligación otra otorgada anteriormente la cual queda anulada en este acto""",5,esp,,
NOVAL,true,adjetivo,"""1. Dicho de una tierra Que se cultiva por primera vez""",5,esp,,
NOVAN,true,verbo transitivo,"""1. Sustituir con una obligación otra otorgada anteriormente la cual queda anulada en este acto""",5,esp,,
NOVAR,true,verbo transitivo,"""1. Sustituir con una obligación otra otorgada anteriormente la cual queda anulada en este acto""",5,esp,,
NOVAS,null,N/A,"""N/A""",5,esp,,
NOVEL,true,adjetivo,"""1. Que comienza a practicar un arte o una profesión o tiene poca experiencia en ellos novato novato""",5,esp,,
NOVEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de novar.""",5,esp,,
NOVES,true,verbo transitivo,"""1. Sustituir con una obligación otra otorgada anteriormente la cual queda anulada en este acto""",5,esp,,
NOVIA,true,Sustantivo femenino,"""Mujer que es pareja de alguien. Compañera sentimental.""",5,esp,,
NOVIE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de noviar.""",5,esp,,
NOVIO,true,Sustantivo masculino,"""Hombre que está en trance de contraer matrimonio o acaba de hacerlo.""",5,esp,,
